Groups,Size
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,small
10,large
10,large
10,large
10,average
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,smallest
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,smallest
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,large
10,smallest
10,smallest
11,large
11,large
11,average
11,smallest
11,smallest
11,smallest
11,smallest
11,smallest
11,smallest
11,smallest
11,smallest
11,smallest
11,smallest
11,smallest
11,smallest
11,smallest
11,smallest
11,smallest
11,smallest
11,smallest
11,smallest
11,smallest
11,smallest
11,smallest
11,smallest
11,smallest
11,smallest
11,smallest
11,smallest
11,smallest
11,smallest
11,smallest
11,smallest
11,smallest
11,smallest
11,smallest
11,smallest
11,smallest
11,smallest
11,smallest
11,smallest
11,smallest
11,smallest
11,smallest
11,smallest
11,smallest
11,smallest
11,smallest
11,smallest
11,smallest
11,smallest
11,smallest
11,smallest
11,smallest
11,smallest
11,smallest
11,smallest
11,smallest
11,smallest
11,smallest
11,smallest
11,large
11,smallest
11,smallest
11,smallest
11,smallest
11,large
11,large
11,large
11,smallest
11,smallest
11,large
11,large
11,large
11,smallest
11,small
11,average
11,average
11,average
11,average
11,large
11,large
11,average
11,average
11,average
11,average
11,average
11,average
11,average
11,average
11,average
11,average
11,average
11,average
11,average
11,average
11,average
11,average
11,average
11,average
11,average
11,average
11,average
11,small
11,small
11,smallest
11,average
11,small
11,average
11,average
11,average
11,average
11,average
11,average
11,average
11,average
11,average
11,average
11,average
11,average
11,average
11,average
11,average
11,large
11,average
11,average
11,average
11,small
11,average
11,average
11,average
11,smallest
11,average
11,smallest
11,average
11,small
11,average
11,small
11,small
11,average
11,average
11,smallest
11,small
11,average
11,small
11,small
11,small
11,average
11,average
11,small
11,average
11,small
11,average
11,small
11,average
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,average
11,small
11,average
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,average
11,average
11,average
11,average
11,average
11,average
11,average
11,average
11,average
11,average
11,average
11,average
11,average
11,average
11,average
11,average
11,average
11,average
11,average
11,average
11,average
11,small
11,average
11,average
11,average
11,average
11,average
11,average
11,average
11,average
11,average
11,average
11,average
11,average
11,average
11,average
11,average
11,average
11,average
11,average
11,average
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,small
11,average
11,small
11,small
11,small
11,small
11,small
11,smallest
11,small
11,small
11,small
11,small
11,average
11,small
11,small
11,average
11,small
11,small
11,small
11,small
11,small
11,smallest
11,smallest
11,smallest
12,large
12,large
12,large
12,large
12,large
12,smallest
12,large
12,smallest
12,large
12,large
12,large
12,large
12,average
12,large
12,large
12,large
12,small
12,small
12,average
12,large
12,large
12,large
12,large
12,average
12,average
12,average
12,average
12,large
12,large
12,large
12,average
12,small
12,average
12,large
12,large
12,average
12,average
12,average
12,average
12,average
12,average
12,average
12,average
12,average
12,average
12,small
12,average
12,average
12,average
12,average
12,average
12,large
12,large
12,large
12,average
12,average
12,average
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,average
12,large
12,large
12,average
12,average
12,average
12,large
12,large
12,large
12,large
12,average
12,large
12,average
12,large
12,large
12,average
12,average
12,large
12,large
12,large
12,average
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,average
12,large
12,large
12,large
12,large
12,average
12,average
12,large
12,large
12,average
12,small
12,large
12,large
12,average
12,average
12,average
12,average
12,large
12,average
12,average
12,large
12,average
12,large
12,large
12,large
12,average
12,large
12,large
12,large
12,average
12,average
12,large
12,large
12,average
12,large
12,large
12,large
12,large
12,large
12,average
12,large
12,average
12,large
12,large
12,large
12,average
12,large
12,average
12,average
12,average
12,large
12,average
12,large
12,average
12,large
12,large
12,large
12,large
12,average
12,average
12,average
12,average
12,average
12,large
12,large
12,average
12,average
12,average
12,large
12,large
12,large
12,average
12,average
12,large
12,average
12,large
12,large
12,large
12,large
12,average
12,average
12,average
12,large
12,average
12,large
12,large
12,average
12,large
12,average
12,average
12,average
12,small
12,average
12,average
12,average
12,average
12,large
12,average
12,large
12,average
12,large
12,large
12,large
12,large
12,large
12,average
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,average
12,large
12,average
12,large
12,large
12,large
12,large
12,large
12,large
12,average
12,average
12,large
12,large
12,large
12,large
12,average
12,large
12,average
12,large
12,large
12,large
12,large
12,large
12,large
12,average
12,average
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,average
12,average
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,average
12,large
12,large
12,large
12,large
12,small
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,small
12,small
12,large
12,large
12,large
12,average
12,large
12,large
12,large
12,large
12,large
12,small
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,average
12,large
12,large
12,large
12,large
12,average
12,large
12,large
12,large
12,large
12,average
12,small
12,large
12,large
12,large
12,large
12,average
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,small
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,average
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,large
12,average
12,large
12,large
12,large
12,large
12,small
12,small
12,average
12,average
12,large
12,smallest
12,small
12,smallest
12,large
13,small
13,small
13,small
13,small
13,average
13,small
13,small
13,small
13,average
13,average
13,average
13,average
13,smallest
13,small
13,small
13,small
13,small
13,average
13,smallest
13,smallest
13,small
13,small
13,small
13,small
13,small
13,small
13,small
13,small
13,average
13,average
13,small
13,average
13,average
13,large
13,small
13,average
13,small
13,small
13,small
13,small
13,small
13,smallest
13,small
13,small
13,small
13,small
13,small
13,small
13,small
13,small
13,small
13,small
13,small
13,small
13,small
13,small
13,small
13,small
13,small
13,small
13,small
13,small
13,small
13,small
13,small
13,small
13,small
13,small
13,small
13,small
13,small
13,small
13,small
13,small
13,smallest
13,small
13,small
13,small
13,small
13,small
13,small
13,small
13,small
13,small
13,small
13,small
13,small
13,smallest
13,smallest
13,small
13,smallest
13,small
13,small
13,small
13,average
13,large
13,small
13,small
13,small
13,small
13,small
13,small
13,small
13,small
13,small
13,small
13,small
13,average
13,smallest
13,average
13,small
13,small
13,small
13,small
13,average
13,small
13,average
13,average
13,small
13,small
13,small
13,small
13,small
13,average
13,small
13,small
13,small
13,small
13,small
13,small
13,small
13,small
13,small
13,small
13,small
13,smallest
13,small
13,small
13,average
13,small
13,small
13,small
13,small
13,small
13,small
13,small
13,small
13,small
13,average
13,small
13,small
13,small
13,small
13,small
13,small
13,small
13,small
13,small
13,small
13,small
13,small
13,average
13,small
13,small
13,smallest
13,small
13,small
13,smallest
13,small
13,small
13,smallest
13,small
13,small
13,small
13,average
13,average
13,small
13,average
13,average
13,small
13,smallest
13,small
13,small
13,average
13,average
13,small
13,small
13,smallest
13,small
13,small
13,small
13,small
13,small
13,average
13,average
13,average
13,small
13,small
13,large
13,average
13,average
13,average
13,average
13,average
13,average
13,average
13,average
13,average
13,average
13,small
13,small
13,small
13,small
13,small
13,small
13,average
13,average
13,small
13,small
13,small
13,small
13,average
13,large
13,average
13,small
13,average
13,small
13,average
13,smallest
13,average
13,average
13,small
13,small
13,large
13,small
13,small
13,average
13,average
13,small
13,small
13,average
13,small
13,average
13,average
13,smallest
13,average
13,smallest
13,smallest
13,smallest
13,average
13,average
13,smallest
13,smallest
13,small
13,smallest
13,smallest
13,smallest
13,average
13,average
13,average
13,average
13,average
13,small
13,average
13,smallest
13,average
13,average
13,small
13,average
13,smallest
13,average
13,small
13,small
13,small
13,smallest
13,small
13,large
13,average
13,average
13,large
13,large
13,smallest
13,small
13,average
13,smallest
13,smallest
13,small
13,smallest
13,smallest
13,smallest
13,smallest
13,smallest
13,smallest
13,smallest
13,smallest
13,smallest
13,smallest
13,smallest
13,smallest
13,smallest
13,average
13,small
13,smallest
13,smallest
13,smallest
13,smallest
13,smallest
13,smallest
13,large
13,large
13,small
13,average
13,average
13,small
13,smallest
13,smallest
13,small
13,smallest
13,smallest
13,smallest
13,average
13,smallest
13,large
13,average
13,smallest
13,smallest
13,small
13,smallest
13,average
13,smallest
13,small
13,small
13,smallest
13,smallest
13,small
13,small
13,small
13,smallest
13,smallest
13,smallest
13,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,small
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
14,smallest
